,index,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date
1294,53,피자이탈리-금천점,vi**님,"콤비네이션피자 R/1(도우 선택(기본 도우（변경 안함）)),치즈오븐스파게티/1",잘 먹었습니다 특히 스파케티 맛있었어요 자주 이용할께요,5,5,5,5,2021년 7월 4일
1295,54,피자이탈리-금천점,wo**님,"콤비네이션피자 R/1(도우 선택(치즈크러스트 추가),소스 추가 선택(갈릭소스 추가))",맛있게 잘먹엇습니다 치즈크러스트도 맛있네요,5,5,5,5,2021년 7월 4일
1296,55,피자이탈리-금천점,cr**님,고구마피자 R/1(도우 선택(기본 도우（변경 안함）)),진심대존맛꼭먹어야돼요,5,5,5,5,2021년 7월 4일
1297,57,피자이탈리-금천점,cj**님,"갈릭콤보피자 L/1(도우 선택(크림치즈 크러스트 추가),음료 추가 선택(코카콜라 1.25L 추가))",피자도 너무 맛있고 쿠키 저는 항상 크림치즈 크로스트 액 지로 주문하는데 너무 맛있어요,5,5,5,5,2021년 7월 4일
1298,60,피자이탈리-금천점,so**님,"콤비네이션피자 R/1(도우 선택(기본 도우（변경 안함）),토핑 추가 선택(치즈토핑 추가))",핑크도우가 인상적이네요 맛나게 잘 먹을게요 다른 집 보다 치즈크러스터가 맛나요,5,5,5,5,2021년 7월 2일
1299,61,피자이탈리-금천점,an**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(콤비네이션),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(치즈오븐스파게티))",오랜만에 먹어도 진짜 존맛이네욯 역시 피자는 피자이탈리 금천점인거같아요 다음에도 또 시켜먹을개요,5,5,5,5,2021년 7월 1일
1300,62,피자이탈리-금천점,ra**님,"트리콜로레 L/1(도우 선택(기본 도우（변경 안함）)),크리스피 반반/1(치킨소스 추가 선택(핫양념소스))",맛있어요 반신반의하며 첨 시켜 먹었는데 맛있네요 담에 재구매합니다,5,5,5,5,2021년 7월 1일
1301,63,피자이탈리-금천점,su**님,페퍼로니피자 R/1(도우 선택(기본 도우（변경 안함）)),피자가 땡겨서바로 주문했는데 배달도 빠르고 맛있었습니다,5,5,5,5,2021년 7월 1일
1302,64,피자이탈리-금천점,10**님,"1＋1피자 R/1(피자 선택1(슈퍼슈프림),피자 선택1 도우 선택(기본 도우（변경 안함）),피자 선택2(포테이토피자),피자 선택2 도우 선택(씬도우로 변경))",죠니였나 죠오니였나 리뷰가 늦어져서 죄송해욤 두번이나 시켜먹을정도로 피자 맛있어용 근데 저번에먹었던 하와이안이 최곤거같네요,5,5,5,5,2021년 7월 1일
1303,65,피자이탈리-금천점,th**님,"1＋1피자 R/1(피자 선택1(페퍼로니),피자 선택1 도우 선택(기본 도우（변경 안함）),피자 선택2(고구마피자),피자 선택2 도우 선택(기본 도우（변경 안함）))",맛있었어요 다음에또시킬게요,5,5,5,5,2021년 6월 29일
1304,66,피자이탈리-금천점,co**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(트리콜로레),도우 선택(씬도우로 변경),토핑 추가 선택(치즈토핑 추가),사이드메뉴 선택(치즈오븐스파게티),소스 추가 선택(치킨무 추가))",잘 먹었습니다 특히 불라피뇨가 맛있네요,5,5,5,5,2021년 6월 29일
1305,67,피자이탈리-금천점,th**님,"솔로세트1~2人（오리지널피자R＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(페퍼로니),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(치즈오븐스파게티),소스 추가 선택(갈릭소스 추가))",맛잇게 잘 먹었습니다,5,5,5,5,2021년 6월 29일
1306,68,피자이탈리-금천점,jx**님,"콤비네이션피자 L/1(도우 선택(기본 도우（변경 안함）),토핑 추가 선택(파인애플토핑 추가))",너무 맛나게 잘 먹었어요언제 먹어도 맛있어요 수고하세요,5,5,5,5,2021년 6월 28일
1307,70,피자이탈리-금천점,dm**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(슈퍼슈프림),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(핫버팔로윙),소스 추가 선택(갈릭소스 추가),음료 추가 선택1(음료 사이즈업)),수제요거트 디핑소스/1",크 겁나 맛있네요 ,5,5,5,5,2021년 6월 26일
1308,71,피자이탈리-금천점,dl**님,"커플치킨세트2~3人（오리지널피자R＋크리스피치킨＋콘샐러드＋콜라500mL）/1(피자 선택(콤비네이션),도우 선택(기본 도우（변경 안함）),치킨 선택(오리지날 핫크리스피))",피자랑 치킨 둘 다 넘 맛잇어여피자 쫀득쫀득 딱 제 스타일  담에 또 시켜먹을게오,5,5,5,5,2021년 6월 25일
1309,72,피자이탈리-금천점,js**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(콤비네이션),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(치즈오븐스파게티))",역쉬 맛나게 잘 먹었습니다,5,5,5,5,2021년 6월 25일
1310,74,피자이탈리-금천점,yj**님,불고기피자 R/1(도우 선택(기본 도우（변경 안함）)),처음시켰는데 만족합니다,5,5,5,5,2021년 6월 23일
1311,75,피자이탈리-금천점,we**님,콤비네이션피자 R/1(도우 선택(기본 도우（변경 안함）)),좋아요 맛잇음 나중에 또 시킬게요,5,5,5,5,2021년 6월 23일
1312,76,피자이탈리-금천점,du**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(쉬림프피자),도우 선택(씬도우로 변경),사이드메뉴 선택(핫버팔로윙),소스 추가 선택(갈릭소스 추가),음료 추가 선택1(음료 사이즈업))",주말에 아이들 재우고 야식으로 주문했는데 너무 맛나게 먹었네요 피자도 맛나고 윙도 최고입니다,5,5,5,5,2021년 6월 21일
1313,77,피자이탈리-금천점,we**님,콤비네이션피자 R/1(도우 선택(기본 도우（변경 안함）)),맛잇어용 다음에 또 먹어야지 ,5,5,5,5,2021년 6월 21일
1314,78,피자이탈리-금천점,ve**님,"페퍼로니피자 L/1(도우 선택(씬도우로 변경),토핑 추가 선택(치즈토핑 추가))",이번에도 맛있게 잘 먹었습니다,5,5,5,5,2021년 6월 20일
1315,80,피자이탈리-금천점,al**님,고구마피자 R/1(도우 선택(기본 도우（변경 안함）)),토핑이랑 소스 다 정말 맛있고 특히 처음 먹어보는 홍미빵이란 게 쫀득쫀득해서 중독성 있어요 몸에 좋은 빵이라 써져있길레 그런가 보다 했는데 다 먹고 나니 더부룩함이 덜한 것 같아요 고구마 무스도 너무 달지 않고 듬뿍 있어서 마음에 쏙 들어요 ,5,5,5,,2021년 6월 17일
1316,81,피자이탈리-금천점,ki**님,"솔로세트1~2人（오리지널피자R＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(페퍼로니),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(치킨텐더))",최고입니다 피자가 땡기는날엔 바로 이거,5,5,5,5,2021년 6월 16일
1317,82,피자이탈리-금천점,10**님,하와이안피자 R/1(도우 선택(씬도우로 변경)),죠오니 입니다 정말 맛있어요 하와이안 친구가 좋아해서 처음먹어보는데 생각보다 정말 맛있었구 도우를 얇게한거야서 더 먹기 편했어용  감사함니다,5,5,5,5,2021년 6월 14일
1318,84,피자이탈리-금천점,yu**님,트리콜로레 R/1(도우 선택(치즈크러스트 추가)),다른 피자집에서 머리카락나와서 고민하다가 빨리 배달해주는대로 주문했는데 정말맛있어용 개인적으로 왼쪽에 있는 피자가 진짜 맛있어요 살짝 닭꼬치에 데리소스 바른맛 절대 맛없을수없는맛 나중에 시킨다면 여기서 또 시킬거 같네용,5,5,5,5,2021년 6월 14일
1319,85,피자이탈리-금천점,pc**님,포테이토피자 L/1(도우 선택(기본 도우（변경 안함）)),역시 맛있습니다 감사합니다,5,5,5,5,2021년 6월 13일
1320,86,피자이탈리-금천점,su**님,페퍼로니피자 R/1(도우 선택(기본 도우（변경 안함）)),오랜만에 시켰는데 배달도 빠르고 맛도 좋았습니다,5,5,5,5,2021년 6월 12일
1321,87,피자이탈리-금천점,tn**님,"페퍼로니피자 R/1(도우 선택(기본 도우（변경 안함）),음료 추가 선택(스프라이트 500mL 추가))",도우가 핑크색이예요 진짜 신기하고 맛있어요 빵이 기본으루 맛있고 도우 완전 푸짐 예상 배달시간보다 빨리왔어용 갈릭소스는 기본제공이 아니여서 먹고 싶은 분들은 시키세용 주시는 기본소스중에 요거트 소스 존맛,5,5,5,5,2021년 6월 12일
1322,88,피자이탈리-금천점,cd**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(포테이토피자),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(치즈오븐스파게티),소스 추가 선택(갈릭소스 추가))",완전 빨리왔어요 분도 안돼서온거같아영 자주시키는데 이번에도 맛있게잘먹었습니다,5,5,5,5,2021년 6월 8일
1323,89,피자이탈리-금천점,04**님,콤비네이션피자 L/1(도우 선택(기본 도우（변경 안함）)),간만에 너무 맛있게 잘 먹었어요 ,5,5,5,5,2021년 6월 8일
1324,90,피자이탈리-금천점,ga**님,"슈퍼슈프림피자 R/1(도우 선택(기본 도우（변경 안함）),소스 추가 선택(피클 추가))",피자가 정말 맛있어요 서비스로 주신 핫윙도 너무 맛있고 배달도 빠르게 오네요 브랜드피자보다 더 맛있어요,5,5,5,5,2021년 6월 7일
1325,91,피자이탈리-금천점,ab**님,트리콜로레 R/1(도우 선택(기본 도우（변경 안함）)),칼라 러쉬 맛도 괜찮고 배달도 빠르고 추천해요,5,4,4,5,2021년 6월 7일
1326,93,피자이탈리-금천점,ne**님,"콤비네이션피자 L/1(도우 선택(기본 도우（변경 안함）),토핑 추가 선택(올리브토핑 추가),소스 추가 선택(피클 추가))",가끔 먹지만 이번에도 정말 맛있네요 ,5,5,5,5,2021년 6월 6일
1327,94,피자이탈리-금천점,si**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(불고기피자),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(치즈오븐스파게티)),치즈오븐스파게티/1,핫버팔로윙/1",양 많고 맛있었습니다 다음에 또 시킬게요,5,5,5,5,2021년 6월 6일
1328,95,피자이탈리-금천점,wo**님,"콤비네이션피자 R/1(도우 선택(기본 도우（변경 안함）),음료 추가 선택(코카콜라 1.25L 추가))",배달해주신 분이 밝고 친절하시고 피자도어가 빨간 것은 처음보는데 맛있어요,5,5,5,5,2021년 6월 5일
1329,96,피자이탈리-금천점,ht**님,"하와이안피자 L/1(도우 선택(씬도우로 변경),음료 추가 선택(코카콜라 1.25L 추가)),핫버팔로윙/1",피자시킬때마다 여기서만시켜먹는데 넘맛잇어용 이제다른집피자는별로,5,5,5,5,2021년 6월 3일
1330,97,피자이탈리-금천점,xu**님,고구마피자 R/1(도우 선택(기본 도우（변경 안함）)),포장 깔끔하고 깨끗해요도우가 쫄깃하고 고구마양도 많아서 맛있어요리뷰약속하고 받은것도 맛있어요다음엔 따로 시켜먹어야겠어요피클도 아삭하고 상큼해요첫주문인데 너무너무너무 맛있게 먹었어요,5,5,5,5,2021년 6월 2일
1331,98,피자이탈리-금천점,sk**님,"불라피뇨피자（HOT）L/1(도우 선택(씬도우로 변경),토핑 추가 선택(파인애플토핑 추가))",자주 시켜먹습니다 매번 맛있어요,5,5,5,5,2021년 5월 31일
1332,99,피자이탈리-금천점,au**님,불고기피자 L/1(도우 선택(기본 도우（변경 안함）)),도우가 진짜 맛있습니다 ,5,5,5,5,2021년 5월 31일
1333,100,피자이탈리-금천점,04**님,"커플세트2~3人（오리지널피자L＋사이드메뉴 택1＋콘샐러드＋콜라500mL）/1(피자 선택(포테이토피자),도우 선택(기본 도우（변경 안함）),사이드메뉴 선택(핫버팔로윙),음료 추가 선택2(코카콜라 1.25L 추가))",항상 시켜먹지만 너무 맛있어요,5,5,5,5,2021년 5월 29일
1334,101,피자이탈리-금천점,ys**님,"불고기피자 R/1(도우 선택(기본 도우（변경 안함）)),더블포테이토 R/1(도우 선택(기본 도우（변경 안함）))",최고에요 역시 이번에도 맛있게먹었어요,5,5,5,5,2021년 5월 28일
1335,103,피자이탈리-금천점,ta**님,"슈퍼슈프림피자 L/1(도우 선택(치즈크러스트 추가),소스 추가 선택(갈릭소스 추가))",배달도 너무 빠르고 양도 푸짐하게 주셨어요 너무 맛있게 잘먹었습니다,5,5,5,5,2021년 5월 28일
1336,104,피자이탈리-금천점,so**님,"커플치킨세트2~3人（오리지널피자R＋크리스피치킨＋콘샐러드＋콜라500mL）/1(피자 선택(고구마피자),도우 선택(기본 도우（변경 안함）),치킨 선택(오리지날 핫크리스피))",언제 시켜도 한결같이 맛있어요,5,5,5,5,2021년 5월 26일
1337,105,피자이탈리-금천점,wo**님,콤비네이션피자 R/1(도우 선택(치즈크러스트 추가)),도우 치즈 토핑 요구르트 소스 다 맘에 들어요 맛있게 잘 먹었습니다,5,5,5,5,2021년 5월 25일
1338,108,피자이탈리-금천점,ki**님,"페퍼로니피자 R/1(도우 선택(기본 도우（변경 안함）),토핑 추가 선택(치즈토핑 추가),소스 추가 선택(갈릭소스 추가))",치즈 추가하니까 대박입니다,5,5,5,5,2021년 5월 22일
1339,109,피자이탈리-금천점,gu**님,"고구마피자 R/1(도우 선택(기본 도우（변경 안함）),토핑 추가 선택(베이컨토핑 추가))",배달 예상 시간보다 빠르고 피자도 맛있어요 근데 토핑치즈이 생각보다 잘 흘러내려서 아쉽네요,5,5,5,5,2021년 5월 22일
1340,0,미스터떡볶이&치킨-금천점,rr**님,"떡볶이 Set （떡볶이＋모듬튀김＋오뎅탕＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),오뎅탕 선택(오뎅탕),음료 선택(코카콜라500mL),튀김 추가 선택(김말이（3개）추가,모듬감자튀김 추가))",빠른 배달 감사합니다 떡볶이는 애들이 좀 매워해요 그래도 맛있어요,5,4,4,5,2021년 7월 18일
1341,3,미스터떡볶이&치킨-금천점,se**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이 매운맛),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(코카콜라500mL),떡볶이 추가 선택(오뎅 추가,대패삼겹추가),치킨 추가 선택(순살간장（반마리）추가))",번 시켜먹었다는건 이었다는거죠 간장보다 후라이드가 더 맛있네요 떡볶이도 짱,5,5,5,5,2021년 7월 10일
1342,4,미스터떡볶이&치킨-금천점,se**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이 매운맛),뼈 or 순살 선택(순살),치킨 선택(간장),음료 선택(코카콜라500mL))",양념이 좀 달아요 꿀맛임,5,5,5,5,2021년 7월 10일
1343,5,미스터떡볶이&치킨-금천점,kt**님,"치떡 Set2 （후라이드 순살 or 뼈 한마리＋떡볶이＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(뼈),치킨맛 선택(후라이드＋양념),음료 선택(코카콜라1.25L),떡볶이 추가 선택(오뎅 추가,삶은계란（2개）추가),튀김 추가 선택(야끼만두（3개）추가,모듬감자튀김 추가),음료 추가 선택(치킨무 추가))",맛있어요 사진은 안찍었지만 정말괜찮아요 배달시간도 요기요시간하고 같지만 시간기다리기가 힘듬,5,5,5,3,2021년 7월 9일
1344,6,미스터떡볶이&치킨-금천점,iw**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(코카콜라500mL),튀김 추가 선택(모듬튀김（8종-야끼만두2＋김말이1＋고구마1＋야채튀김1＋오징어1＋새우1＋우유튀김1）추가))",리뷰보고 처음 시켜먹어봣는데 맛있네요 치킨 떡볶이 튀김 맛있네요,5,5,5,5,2021년 7월 8일
1345,7,미스터떡볶이&치킨-금천점,dk**님,"로제떡볶이/1,후라이드치킨 /1(뼈 or 순살 선택(순살),음료 선택(코카콜라1.25L))",사진은 못찍엇지만 제가 주문해놓고 잠든바람에 문앞에서 한시간 넘게있었음에도 떡이불지않고 쫄깃햇음 떡볶이에 진심이신 저희어머니가 엄청맛있다고 칭찬일색이심 다음에 무조건 또 시킬거임요,5,5,5,5,2021년 7월 6일
1346,8,미스터떡볶이&치킨-금천점,su**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL),튀김 추가 선택(새우（2개）추가,야채（2개）추가))", 존맛탱 입니다 꼭 드세요  후라이드 좀 짜여,5,5,5,5,2021년 7월 5일
1347,10,미스터떡볶이&치킨-금천점,ma**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(코카콜라500mL))",다 먹어서 사진은 없지만 항상 한달에 두어번은 꼭 시켜 먹어요 떡볶이 간과 달달함도 적당하고 치떡 좋아하시는 분이라면 한번쯤 꼭 드셔볼만한 맛입니다 치킨자체도 굉장히 훌륭합니다 개인적으로는 후라이드가 제일 맛있네요,5,5,5,5,2021년 6월 5일
1348,12,미스터떡볶이&치킨-금천점,rn**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL))",언제 먹어도 맛있는 조합,5,5,5,5,2021년 6월 4일
1349,13,미스터떡볶이&치킨-금천점,rn**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL))",배부른데도 꾸역꾸역 먹게 되는 맛,5,5,5,5,2021년 5월 31일
1350,14,미스터떡볶이&치킨-금천점,sg**님,"치떡 Set2 （후라이드 순살 or 뼈 한마리＋떡볶이＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(뼈),치킨맛 선택(후라이드＋양념),음료 선택(코카콜라500mL),떡볶이 추가 선택(오뎅 추가,삶은계란（2개）추가))",제입맛에는 맛있습니다 자주 시켜먹고있습니다,5,5,5,5,2021년 5월 24일
1351,15,미스터떡볶이&치킨-금천점,ji**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이（매운맛）),뼈 or 순살 선택(순살),치킨 선택(간장),음료 선택(코카콜라500mL))",떡볶이 적당히 매콤한게 맛있고 치킨이 의외로 맛있었어요,5,5,5,5,2021년 5월 18일
1352,17,미스터떡볶이&치킨-금천점,bi**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(양념),음료 선택(사이다 500mL),떡볶이 추가 선택(삶은계란（2개）추가))",괜차늠 맛있고 양 많음,5,5,5,5,2021년 5월 11일
1353,18,미스터떡볶이&치킨-금천점,mi**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(양념),음료 선택(코카콜라500mL))",오 존맛탱요 여기 첨 시켜묵었어요 떡볶이너무땡겨가꼬 시켰는데 운동하고 먹으니까 더 맛있엇네염 비오는날 새벽에 배달해주시느라 고생많으셨습니다,5,5,5,5,2021년 5월 2일
1354,23,미스터떡볶이&치킨-금천점,kt**님,"모듬 Set （떡볶이＋모듬튀김＋오뎅탕＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이 매운맛),오뎅탕 선택(오뎅탕),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL))",아 여기 완존 맛있어요 고민하지말고 시키세요,5,5,5,5,2021년 1월 30일
1355,24,미스터떡볶이&치킨-금천점,rn**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(콜라 500mL))",환상의 조합 치떡은 언제나 옳네요,5,5,5,5,2021년 1월 22일
1356,25,미스터떡볶이&치킨-금천점,lo**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL),음료 추가 선택(치킨양념소스 추가,대파 추가))",맛있어요  대파 추가해서 치킨이랑 같이 먹으려고 했는데 떡볶이에 추가가 되어서 매우 당황 했 그냥 파채 사와서 먹었어요 ,5,4,5,4,2021년 1월 16일
1357,28,미스터떡볶이&치킨-금천점,ju**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(간장),음료 선택(사이다 500mL))",조금만먹으려고했는데 다먹어버렸어요간장너무맛있는거아니예요,5,5,5,4,2020년 12월 27일
1358,29,미스터떡볶이&치킨-금천점,rm**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(콜라 500mL))",배달도빠르고 맛있게 잘먹었습니다,5,5,5,5,2020년 12월 27일
1359,30,미스터떡볶이&치킨-금천점,rn**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL),튀김 추가 선택(모듬튀김（8종-야끼만두2＋김말이1＋고구마1＋야채튀김1＋오징어1＋새우1＋우유튀김1）추가))",너무 배불러요 잘먹었습니다,5,5,5,5,2020년 12월 26일
1360,32,미스터떡볶이&치킨-금천점,jb**님,"치떡 Set2 （후라이드 순살 or 뼈 한마리＋떡볶이＋음료 500mL）/1(떡볶이 선택(미니왕창떡볶이),뼈 or 순살 선택(순살),치킨맛 선택(양념＋간장),음료 선택(콜라 1.25L))",너무맛있어요 추천합니다,5,5,5,5,2020년 12월 24일
1361,34,미스터떡볶이&치킨-금천점,me**님,"치떡 Set2 （후라이드 순살 or 뼈 한마리＋떡볶이＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이),뼈 or 순살 선택(뼈),치킨맛 선택(간장),음료 선택(콜라 500mL),튀김 추가 선택(모짜렐라미니치즈볼 추가))",역시 치킨과 떡볶이의 조합은 좋은거 같아요 자주 먹어도 질리지도 않고 맛있어요,5,5,5,5,2020년 12월 18일
1362,35,미스터떡볶이&치킨-금천점,gu**님,"치떡튀 Set （떡볶이＋모듬튀김＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(양념),음료 선택(콜라 1.25L))",배달도 빠르고 양도 맛도 전체적으로 만족이에오 치킨양을 늘리고 떡볶이 튀김을 좀 줄이는게 더 좋은 구성이 될것 같다는 의견 남겨요 제가 받은건 떡튀  치킨  정도네요 치킨맛 너무 좋구 떡볶이 평범 하구 튀김은 중간 이상,5,4,4,5,2020년 12월 17일
1363,36,미스터떡볶이&치킨-금천점,zz**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL),튀김 추가 선택(고구마（2개）추가))",맛있어요떡볶이가 오뎅도 많고 딱 제스타일이네요 혼자먹기 넉넉한 양이었어요,5,5,5,5,2020년 12월 16일
1364,37,미스터떡볶이&치킨-금천점,sm**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(뼈),치킨 선택(후라이드),음료 선택(콜라 500mL))",너무 맛있어용 ,5,5,5,5,2020년 12월 13일
1365,38,미스터떡볶이&치킨-금천점,me**님,"치떡 Set2 （후라이드 순살 or 뼈 한마리＋떡볶이＋음료 500mL）/1(떡볶이 선택(치즈 떡볶이),뼈 or 순살 선택(순살),치킨맛 선택(후라이드),음료 선택(사이다 1.25L),떡볶이 추가 선택(떡 추가,오뎅 추가,비엔나소세지（7개）추가),튀김 추가 선택(고구마（2개）추가,모짜렐라미니치즈볼 추가))",맛있게 잘 먹었습니다 감사합니다,5,5,5,5,2020년 12월 11일
1366,39,미스터떡볶이&치킨-금천점,ks**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이 매운맛),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 1.25L))",매번 사진 찍고 리뷰해야지 하다가 배달 받자마자 먹어버려서 사진은 없네요근데 가성비로 추천하고 맛도 괜찮습니다맛있게 먹었습니다,5,5,5,5,2020년 11월 29일
1367,40,미스터떡볶이&치킨-금천점,jb**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이),뼈 or 순살 선택(순살),치킨 선택(매운양념),음료 선택(사이다 500mL),튀김 추가 선택(오징어（2개）추가))",배달도 빠르고 특히 떡볶이 너무맛있어요,5,5,5,5,2020년 11월 29일
1368,41,미스터떡볶이&치킨-금천점,ab**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(콜라 500mL))",떡볶이랑 치킨이 이렇게 잘 어울릴지 몰랐어요 맛있게 잘먹었습니다,5,5,5,5,2020년 11월 27일
1369,42,미스터떡볶이&치킨-금천점,mi**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(사이다 500mL),떡볶이 추가 선택(삶은계란（2개）추가))",방금도 재주문 했어요 맛있어요 떡볶이도 치킨도 너무맛있고 친절하고 우리동네 맛집 인정,5,5,5,5,2020년 11월 24일
1370,43,미스터떡볶이&치킨-금천점,gj**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(미스터떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(콜라 500mL),치킨 추가 선택(순살간장（반마리）추가))",맛있어요 치킨도 떡볶이도떡볶인 완전 내스탈근데 아이들과 먹기엔 간장도 후라이드도 조금 매콤 하더군요,5,5,5,5,2020년 11월 8일
1371,44,미스터떡볶이&치킨-금천점,me**님,"치떡 Set （떡볶이＋치킨반마리 순살 or 뼈＋음료 500mL）/1(떡볶이 선택(치즈 떡볶이),뼈 or 순살 선택(순살),치킨 선택(후라이드),음료 선택(콜라 500mL),튀김 추가 선택(모짜렐라미니치즈볼 추가))",역시 또 여기로 주문했는데 진짜 맛있어요 치즈볼도 맛있고 치킨에 떡볶이 국물 찍어서 먹으니까 진짜 맛있어요 ,5,5,5,5,2020년 11월 8일
